Commodity,date,Cash_Settlement,Three_month,LME_stock,Year,Month,Quarter
Aluminium,17-Apr-18,2375.5,2372,1412400,2018,Apr,Qtr2
Nickel,18-Apr-18,15105,15050,315678,2018,Apr,Qtr2
Copper,18-Apr-18,6936,6982,359275,2018,Apr,Qtr2
Aluminium,18-Apr-18,2528.5,2523,1412500,2018,Apr,Qtr2
Nickel,19-Apr-18,15710,15790,314328,2018,Apr,Qtr2
Copper,19-Apr-18,6942,6985,355150,2018,Apr,Qtr2
Aluminium,19-Apr-18,2602.5,2587,1404350,2018,Apr,Qtr2
Nickel,20-Apr-18,14640,14650,312894,2018,Apr,Qtr2
Copper,20-Apr-18,6939,6985,353375,2018,Apr,Qtr2
Aluminium,20-Apr-18,2463,2450,1395550,2018,Apr,Qtr2
Nickel,23-Apr-18,14050,14100,312912,2018,Apr,Qtr2
Copper,23-Apr-18,6923,6965,351825,2018,Apr,Qtr2
Aluminium,23-Apr-18,2452,2439,1385025,2018,Apr,Qtr2
Nickel,24-Apr-18,14250,14295,312324,2018,Apr,Qtr2
Copper,24-Apr-18,6987,7030,348725,2018,Apr,Qtr2
Aluminium,24-Apr-18,2222,2223,1378350,2018,Apr,Qtr2
Nickel,25-Apr-18,14120,14150,310920,2018,Apr,Qtr2
Copper,25-Apr-18,6960.5,7000,346300,2018,Apr,Qtr2
Aluminium,25-Apr-18,2248,2239,1372500,2018,Apr,Qtr2
Nickel,26-Apr-18,13945,14010,309594,2018,Apr,Qtr2
Copper,26-Apr-18,6885.5,6930,342250,2018,Apr,Qtr2
Aluminium,26-Apr-18,2204,2206,1362750,2018,Apr,Qtr2
Nickel,27-Apr-18,13980,14000,307668,2018,Apr,Qtr2
Copper,27-Apr-18,6797,6840,337700,2018,Apr,Qtr2
Aluminium,27-Apr-18,2249,2248,1349950,2018,Apr,Qtr2
Nickel,30-Apr-18,13725,13770,307284,2018,Apr,Qtr2
Copper,30-Apr-18,6783,6820.5,334650,2018,Apr,Qtr2
Aluminium,30-Apr-18,2224,2226,1341375,2018,Apr,Qtr2
Nickel,1-May-18,13610,13680,306762,2018,May,Qtr2
Copper,1-May-18,6777.5,6822,325525,2018,May,Qtr2
Aluminium,1-May-18,2258,2238,1325725,2018,May,Qtr2
Nickel,2-May-18,13915,13970,306762,2018,May,Qtr2
Copper,2-May-18,6785,6820,324225,2018,May,Qtr2
Aluminium,2-May-18,2269,2270,1323425,2018,May,Qtr2
Nickel,3-May-18,13985,14050,315696,2018,May,Qtr2
Copper,3-May-18,6837,6874,316400,2018,May,Qtr2
Aluminium,3-May-18,2349,2342,1319300,2018,May,Qtr2
Nickel,4-May-18,13835,13890,314862,2018,May,Qtr2
Copper,4-May-18,6783,6819,311375,2018,May,Qtr2
Aluminium,4-May-18,2316,2307,1310650,2018,May,Qtr2
Nickel,8-May-18,13940,13975,313644,2018,May,Qtr2
Copper,8-May-18,6722,6759,302625,2018,May,Qtr2
Aluminium,8-May-18,2384,2363,1297550,2018,May,Qtr2
Nickel,9-May-18,13790,13855,313446,2018,May,Qtr2
Copper,9-May-18,6786,6822,293025,2018,May,Qtr2
Aluminium,9-May-18,2295,2281,1276450,2018,May,Qtr2
Nickel,10-May-18,13810,13840,312642,2018,May,Qtr2
Copper,10-May-18,6862,6890.5,285075,2018,May,Qtr2
Aluminium,10-May-18,2327,2325.5,1265175,2018,May,Qtr2
Nickel,11-May-18,13910,13975,311604,2018,May,Qtr2
Copper,11-May-18,6869,6907,281075,2018,May,Qtr2
Aluminium,11-May-18,2273.5,2275,1264250,2018,May,Qtr2
Nickel,14-May-18,14320,14355,311448,2018,May,Qtr2
Copper,14-May-18,6828,6862,289975,2018,May,Qtr2
Aluminium,14-May-18,2285.5,2296,1259300,2018,May,Qtr2
Nickel,15-May-18,14490,14555,308478,2018,May,Qtr2
Copper,15-May-18,6822.5,6863,291350,2018,May,Qtr2
Aluminium,15-May-18,2313,2310.5,1247100,2018,May,Qtr2
Nickel,16-May-18,14410,14470,307668,2018,May,Qtr2
Copper,16-May-18,6773.5,6808,290825,2018,May,Qtr2
Aluminium,16-May-18,2319.5,2312.5,1243175,2018,May,Qtr2
Nickel,17-May-18,14580,14590,306054,2018,May,Qtr2
Copper,17-May-18,6838,6867,300200,2018,May,Qtr2
Aluminium,17-May-18,2280,2260.5,1249450,2018,May,Qtr2
Nickel,18-May-18,14750,14850,305748,2018,May,Qtr2
Copper,18-May-18,6783.5,6817,301475,2018,May,Qtr2
Aluminium,18-May-18,2297,2293.5,1243850,2018,May,Qtr2
Nickel,21-May-18,14615,14665,303576,2018,May,Qtr2
Copper,21-May-18,6861,6896,302900,2018,May,Qtr2
Aluminium,21-May-18,2278.5,2280,1234575,2018,May,Qtr2
Nickel,22-May-18,14700,14770,300126,2018,May,Qtr2
Copper,22-May-18,6931.5,6961,300175,2018,May,Qtr2
Aluminium,22-May-18,2265.5,2274,1232775,2018,May,Qtr2
Nickel,23-May-18,14510,14570,297672,2018,May,Qtr2
Copper,23-May-18,6800,6829,298000,2018,May,Qtr2
Aluminium,23-May-18,2227,2240.5,1231000,2018,May,Qtr2
Nickel,24-May-18,14525,14590,296898,2018,May,Qtr2
Copper,24-May-18,6835,6860,300125,2018,May,Qtr2
Aluminium,24-May-18,2271,2271,1227900,2018,May,Qtr2
Nickel,25-May-18,14840,14900,296316,2018,May,Qtr2
Copper,25-May-18,6886,6903,293450,2018,May,Qtr2
Aluminium,25-May-18,2282,2285,1222850,2018,May,Qtr2
Nickel,29-May-18,14880,14920,294804,2018,May,Qtr2
Copper,29-May-18,6841.5,6865,294750,2018,May,Qtr2
Aluminium,29-May-18,2260,2263,1219250,2018,May,Qtr2
Nickel,30-May-18,14870,14925,292098,2018,May,Qtr2
Copper,30-May-18,6810,6820,283375,2018,May,Qtr2
Aluminium,30-May-18,2265.5,2272.5,1210300,2018,May,Qtr2
Nickel,31-May-18,15200,15210,290604,2018,May,Qtr2
Copper,31-May-18,6825,6834,311525,2018,May,Qtr2
Aluminium,31-May-18,2285.5,2286,1205875,2018,May,Qtr2
Nickel,1-Jun-18,15150,15200,287646,2018,Jun,Qtr2
Copper,1-Jun-18,6814,6825,317950,2018,Jun,Qtr2
Aluminium,1-Jun-18,2271,2271,1206375,2018,Jun,Qtr2
Nickel,4-Jun-18,15280,15295,286752,2018,Jun,Qtr2
Copper,4-Jun-18,6935,6940,315350,2018,Jun,Qtr2
Aluminium,4-Jun-18,2324.5,2321,1199150,2018,Jun,Qtr2
Nickel,5-Jun-18,15415,15500,281214,2018,Jun,Qtr2
Copper,5-Jun-18,6971,6985,309300,2018,Jun,Qtr2
Aluminium,5-Jun-18,2314.5,2315.5,1192100,2018,Jun,Qtr2
Nickel,6-Jun-18,15640,15700,280116,2018,Jun,Qtr2
Copper,6-Jun-18,7147,7153,306750,2018,Jun,Qtr2
Aluminium,6-Jun-18,2317.5,2323,1186350,2018,Jun,Qtr2
Nickel,7-Jun-18,15750,15760,278790,2018,Jun,Qtr2
Copper,7-Jun-18,7245.5,7259,310200,2018,Jun,Qtr2
Aluminium,7-Jun-18,2331,2337,1180175,2018,Jun,Qtr2
Nickel,8-Jun-18,15240,15305,278994,2018,Jun,Qtr2
Copper,8-Jun-18,7262.5,7268,307075,2018,Jun,Qtr2
Aluminium,8-Jun-18,2287.5,2299.5,1175225,2018,Jun,Qtr2
Nickel,11-Jun-18,15310,15340,279120,2018,Jun,Qtr2
Copper,11-Jun-18,7223.5,7222,299500,2018,Jun,Qtr2
Aluminium,11-Jun-18,2300,2297,1168975,2018,Jun,Qtr2
Nickel,12-Jun-18,15295,15375,277986,2018,Jun,Qtr2
Copper,12-Jun-18,7200.5,7220,295725,2018,Jun,Qtr2
Aluminium,12-Jun-18,2309,2310.5,1162650,2018,Jun,Qtr2
Nickel,13-Jun-18,15180,15250,277014,2018,Jun,Qtr2
Copper,13-Jun-18,7201.5,7211,293450,2018,Jun,Qtr2
Aluminium,13-Jun-18,2278,2276,1153875,2018,Jun,Qtr2
Nickel,14-Jun-18,15245,15255,276312,2018,Jun,Qtr2
Copper,14-Jun-18,7197,7201,293550,2018,Jun,Qtr2
Aluminium,14-Jun-18,2277.5,2266.5,1148000,2018,Jun,Qtr2
Nickel,15-Jun-18,15265,15350,276384,2018,Jun,Qtr2
Copper,15-Jun-18,7136,7143,294700,2018,Jun,Qtr2
Aluminium,15-Jun-18,2239.5,2233,1142600,2018,Jun,Qtr2
Nickel,18-Jun-18,14970,15020,275712,2018,Jun,Qtr2
Copper,18-Jun-18,6987,6988,294275,2018,Jun,Qtr2
Aluminium,18-Jun-18,2220.5,2215.5,1139575,2018,Jun,Qtr2
Nickel,19-Jun-18,14545,14615,275658,2018,Jun,Qtr2
Copper,19-Jun-18,6820,6837,294550,2018,Jun,Qtr2
Aluminium,19-Jun-18,2179,2179,1136925,2018,Jun,Qtr2
Nickel,20-Jun-18,14850,14855,275616,2018,Jun,Qtr2
Copper,20-Jun-18,6819,6828,308975,2018,Jun,Qtr2
Aluminium,20-Jun-18,2179,2176.5,1132475,2018,Jun,Qtr2
Nickel,21-Jun-18,14980,15060,275544,2018,Jun,Qtr2
Copper,21-Jun-18,6801,6801,307675,2018,Jun,Qtr2
Aluminium,21-Jun-18,2167,2166,1131100,2018,Jun,Qtr2
Nickel,22-Jun-18,15255,15325,274476,2018,Jun,Qtr2
Copper,22-Jun-18,6811,6810,305975,2018,Jun,Qtr2
Aluminium,22-Jun-18,2166,2172,1128325,2018,Jun,Qtr2
Nickel,25-Jun-18,15060,15125,274242,2018,Jun,Qtr2
Copper,25-Jun-18,6783,6785.5,305525,2018,Jun,Qtr2
Aluminium,25-Jun-18,2172,2167,1123700,2018,Jun,Qtr2
Nickel,26-Jun-18,14570,14605,274176,2018,Jun,Qtr2
Copper,26-Jun-18,6712,6720,303100,2018,Jun,Qtr2
Aluminium,26-Jun-18,2152,2143,1122425,2018,Jun,Qtr2
Nickel,27-Jun-18,14700,14775,272982,2018,Jun,Qtr2
Copper,27-Jun-18,6688,6690,298775,2018,Jun,Qtr2
Aluminium,27-Jun-18,2204.5,2198,1117475,2018,Jun,Qtr2
Nickel,28-Jun-18,14720,14790,272754,2018,Jun,Qtr2
Copper,28-Jun-18,6650,6647,298250,2018,Jun,Qtr2
Aluminium,28-Jun-18,2173,2155,1112025,2018,Jun,Qtr2
Nickel,29-Jun-18,14910,15000,272616,2018,Jun,Qtr2
Copper,29-Jun-18,6646,6645,294525,2018,Jun,Qtr2
Aluminium,29-Jun-18,2183,2160,1114125,2018,Jun,Qtr2
Nickel,2-Jul-18,14575,14625,271806,2018,Jul,Qtr3
Copper,2-Jul-18,6595,6590,289875,2018,Jul,Qtr3
Aluminium,2-Jul-18,2153,2129.5,1107400,2018,Jul,Qtr3
Nickel,3-Jul-18,14620,14680,269898,2018,Jul,Qtr3
Copper,3-Jul-18,6584.5,6581,286525,2018,Jul,Qtr3
Aluminium,3-Jul-18,2165,2133,1108900,2018,Jul,Qtr3
Nickel,4-Jul-18,14100,14200,269166,2018,Jul,Qtr3
Copper,4-Jul-18,6459,6464,282225,2018,Jul,Qtr3
Aluminium,4-Jul-18,2120.5,2100,1104600,2018,Jul,Qtr3
Nickel,5-Jul-18,14170,14255,268392,2018,Jul,Qtr3
Copper,5-Jul-18,6399.5,6395,279000,2018,Jul,Qtr3
Aluminium,5-Jul-18,2127,2101,1106600,2018,Jul,Qtr3
Nickel,6-Jul-18,13760,13925,266868,2018,Jul,Qtr3
Copper,6-Jul-18,6326,6330,275475,2018,Jul,Qtr3
Aluminium,6-Jul-18,2098.5,2072,1105975,2018,Jul,Qtr3
Nickel,9-Jul-18,13970,14070,265542,2018,Jul,Qtr3
Copper,9-Jul-18,6383,6385,270550,2018,Jul,Qtr3
Aluminium,9-Jul-18,2135.5,2106,1115250,2018,Jul,Qtr3
Nickel,10-Jul-18,13960,14075,263994,2018,Jul,Qtr3
Copper,10-Jul-18,6308,6315,270625,2018,Jul,Qtr3
Aluminium,10-Jul-18,2140.5,2109.5,1116550,2018,Jul,Qtr3
Nickel,11-Jul-18,13630,13735,263220,2018,Jul,Qtr3
Copper,11-Jul-18,6182,6195,265475,2018,Jul,Qtr3
Aluminium,11-Jul-18,2120.5,2079,1120525,2018,Jul,Qtr3
Nickel,12-Jul-18,14055,14175,263730,2018,Jul,Qtr3
Copper,12-Jul-18,6173,6192,262750,2018,Jul,Qtr3
Aluminium,12-Jul-18,2104.5,2057,1134600,2018,Jul,Qtr3
Nickel,13-Jul-18,13870,13975,263646,2018,Jul,Qtr3
Copper,13-Jul-18,6166,6181,258725,2018,Jul,Qtr3
Aluminium,13-Jul-18,2102,2051.5,1144700,2018,Jul,Qtr3
Nickel,16-Jul-18,13680,13800,263520,2018,Jul,Qtr3
Copper,16-Jul-18,6143,6175,257200,2018,Jul,Qtr3
Aluminium,16-Jul-18,2130,2062,1155700,2018,Jul,Qtr3
Nickel,17-Jul-18,13460,13555,263298,2018,Jul,Qtr3
Copper,17-Jul-18,6141.5,6175.5,259725,2018,Jul,Qtr3
Aluminium,17-Jul-18,2110,2065,1175075,2018,Jul,Qtr3
Nickel,18-Jul-18,13315,13445,262416,2018,Jul,Qtr3
Copper,18-Jul-18,6068,6097,257350,2018,Jul,Qtr3
Aluminium,18-Jul-18,2040,2025,1198875,2018,Jul,Qtr3
Nickel,19-Jul-18,13220,13285,261108,2018,Jul,Qtr3
Copper,19-Jul-18,5982,6006,256475,2018,Jul,Qtr3
Aluminium,19-Jul-18,2062,2025,1203975,2018,Jul,Qtr3
Nickel,20-Jul-18,13425,13540,259266,2018,Jul,Qtr3
Copper,20-Jul-18,6073,6099,255325,2018,Jul,Qtr3
Aluminium,20-Jul-18,2075,2031,1208400,2018,Jul,Qtr3
Nickel,23-Jul-18,13440,13530,260718,2018,Jul,Qtr3
Copper,23-Jul-18,6153,6181,254700,2018,Jul,Qtr3
Aluminium,23-Jul-18,2130,2077,1209275,2018,Jul,Qtr3
Nickel,24-Jul-18,13435,13500,260718,2018,Jul,Qtr3
Copper,24-Jul-18,6167,6200,254425,2018,Jul,Qtr3
Aluminium,24-Jul-18,2082,2097,1212125,2018,Jul,Qtr3
Nickel,25-Jul-18,13535,13650,260400,2018,Jul,Qtr3
Copper,25-Jul-18,6252,6285,252400,2018,Jul,Qtr3
Aluminium,25-Jul-18,2056.5,2074,1209225,2018,Jul,Qtr3
Nickel,26-Jul-18,13575,13685,259332,2018,Jul,Qtr3
Copper,26-Jul-18,6255,6290,251950,2018,Jul,Qtr3
Aluminium,26-Jul-18,2054,2065.5,1207600,2018,Jul,Qtr3
Nickel,27-Jul-18,13720,13780,257502,2018,Jul,Qtr3
Copper,27-Jul-18,6251.5,6280.5,253525,2018,Jul,Qtr3
Aluminium,27-Jul-18,2055,2069,1200025,2018,Jul,Qtr3
Nickel,30-Jul-18,13700,13730,256158,2018,Jul,Qtr3
Copper,30-Jul-18,6185,6208,256275,2018,Jul,Qtr3
Aluminium,30-Jul-18,2054,2074,1198250,2018,Jul,Qtr3
Nickel,31-Jul-18,13770,13900,256044,2018,Jul,Qtr3
Copper,31-Jul-18,6213,6236.5,254425,2018,Jul,Qtr3
Aluminium,31-Jul-18,2061,2076,1196300,2018,Jul,Qtr3
Nickel,1-Aug-18,13780,13870,254262,2018,Aug,Qtr3
Copper,1-Aug-18,6137,6162,251950,2018,Aug,Qtr3
Aluminium,1-Aug-18,2036,2057.5,1195150,2018,Aug,Qtr3
Nickel,2-Aug-18,13225,13330,254070,2018,Aug,Qtr3
Copper,2-Aug-18,6063,6091,251450,2018,Aug,Qtr3
Aluminium,2-Aug-18,2023,2047,1192075,2018,Aug,Qtr3
Nickel,3-Aug-18,13130,13225,253278,2018,Aug,Qtr3
Copper,3-Aug-18,6167,6198,250625,2018,Aug,Qtr3
Aluminium,3-Aug-18,2016,2041,1185275,2018,Aug,Qtr3
Nickel,6-Aug-18,13225,13325,251838,2018,Aug,Qtr3
Copper,6-Aug-18,6040,6075,249900,2018,Aug,Qtr3
Aluminium,6-Aug-18,2000.5,2028,1177550,2018,Aug,Qtr3
Nickel,7-Aug-18,13750,13875,251466,2018,Aug,Qtr3
Copper,7-Aug-18,6132,6166,248050,2018,Aug,Qtr3
Aluminium,7-Aug-18,2026.5,2053,1170300,2018,Aug,Qtr3
Nickel,8-Aug-18,13920,13970,250548,2018,Aug,Qtr3
Copper,8-Aug-18,6113,6143,249150,2018,Aug,Qtr3
Aluminium,8-Aug-18,2022,2045,1162750,2018,Aug,Qtr3
Nickel,9-Aug-18,14060,14110,249720,2018,Aug,Qtr3
Copper,9-Aug-18,6247,6270.5,252625,2018,Aug,Qtr3
Aluminium,9-Aug-18,2118,2138,1154050,2018,Aug,Qtr3
Nickel,10-Aug-18,13635,13720,249546,2018,Aug,Qtr3
Copper,10-Aug-18,6120,6162,253525,2018,Aug,Qtr3
Aluminium,10-Aug-18,2039,2061,1149825,2018,Aug,Qtr3
Nickel,13-Aug-18,13680,13775,248772,2018,Aug,Qtr3
Copper,13-Aug-18,6081,6110,254400,2018,Aug,Qtr3
Aluminium,13-Aug-18,2052,2077,1140900,2018,Aug,Qtr3
Nickel,14-Aug-18,13345,13435,248712,2018,Aug,Qtr3
Copper,14-Aug-18,6059,6090.5,254875,2018,Aug,Qtr3
Aluminium,14-Aug-18,2038,2064,1135925,2018,Aug,Qtr3
Nickel,15-Aug-18,12985,13120,248328,2018,Aug,Qtr3
Copper,15-Aug-18,5843,5885,257625,2018,Aug,Qtr3
Aluminium,15-Aug-18,1994.5,2023,1131275,2018,Aug,Qtr3
Nickel,16-Aug-18,13115,13195,247548,2018,Aug,Qtr3
Copper,16-Aug-18,5860,5900,257400,2018,Aug,Qtr3
Aluminium,16-Aug-18,1998,2024,1124150,2018,Aug,Qtr3
Nickel,17-Aug-18,13240,13350,246534,2018,Aug,Qtr3
Copper,17-Aug-18,5844,5878,258850,2018,Aug,Qtr3
Aluminium,17-Aug-18,1999,2026,1120250,2018,Aug,Qtr3
Nickel,20-Aug-18,13560,13650,245724,2018,Aug,Qtr3
Copper,20-Aug-18,5963,6002,259250,2018,Aug,Qtr3
Aluminium,20-Aug-18,2033,2065.5,1115725,2018,Aug,Qtr3
Nickel,21-Aug-18,13680,13750,245094,2018,Aug,Qtr3
Copper,21-Aug-18,6025.5,6053,261250,2018,Aug,Qtr3
Aluminium,21-Aug-18,2040.5,2065,1108525,2018,Aug,Qtr3
Nickel,22-Aug-18,13570,13650,243666,2018,Aug,Qtr3
Copper,22-Aug-18,6000,6027,262850,2018,Aug,Qtr3
Aluminium,22-Aug-18,2038.5,2063.5,1102450,2018,Aug,Qtr3
Nickel,23-Aug-18,13140,13235,243552,2018,Aug,Qtr3
Copper,23-Aug-18,5910.5,5940,266950,2018,Aug,Qtr3
Aluminium,23-Aug-18,2021.5,2044,1099975,2018,Aug,Qtr3
Nickel,24-Aug-18,13310,13390,242604,2018,Aug,Qtr3
Copper,24-Aug-18,6001,6025,267075,2018,Aug,Qtr3
Aluminium,24-Aug-18,2062,2085.5,1095125,2018,Aug,Qtr3
Nickel,28-Aug-18,13460,13540,241488,2018,Aug,Qtr3
Copper,28-Aug-18,6118,6125,268175,2018,Aug,Qtr3
Aluminium,28-Aug-18,2088,2115,1089275,2018,Aug,Qtr3
Nickel,29-Aug-18,13415,13510,240666,2018,Aug,Qtr3
Copper,29-Aug-18,6065,6079,267850,2018,Aug,Qtr3
Aluminium,29-Aug-18,2116,2142,1075750,2018,Aug,Qtr3
Nickel,30-Aug-18,13290,13430,240678,2018,Aug,Qtr3
Copper,30-Aug-18,6066.5,6071,266450,2018,Aug,Qtr3
Aluminium,30-Aug-18,2127,2149,1073050,2018,Aug,Qtr3
Nickel,31-Aug-18,13010,13100,238782,2018,Aug,Qtr3
Copper,31-Aug-18,6019,6020,264925,2018,Aug,Qtr3
Aluminium,31-Aug-18,2112,2139,1070750,2018,Aug,Qtr3
Nickel,3-Sep-18,12670,12750,238494,2018,Sep,Qtr3
Copper,3-Sep-18,5951,5965,262475,2018,Sep,Qtr3
Aluminium,3-Sep-18,2083.5,2110,1068675,2018,Sep,Qtr3
Nickel,4-Sep-18,12475,12570,237984,2018,Sep,Qtr3
Copper,4-Sep-18,5823,5849,262900,2018,Sep,Qtr3
Aluminium,4-Sep-18,2040,2070,1067075,2018,Sep,Qtr3
Nickel,5-Sep-18,12415,12500,237030,2018,Sep,Qtr3
Copper,5-Sep-18,5850,5870,262100,2018,Sep,Qtr3
Aluminium,5-Sep-18,2046,2077,1064450,2018,Sep,Qtr3
Nickel,6-Sep-18,12490,12580,236706,2018,Sep,Qtr3
Copper,6-Sep-18,5940,5955,254350,2018,Sep,Qtr3
Aluminium,6-Sep-18,2030.5,2062.5,1062700,2018,Sep,Qtr3
Nickel,7-Sep-18,12290,12400,236250,2018,Sep,Qtr3
Copper,7-Sep-18,5883,5905,246175,2018,Sep,Qtr3
Aluminium,7-Sep-18,2030,2065.5,1061575,2018,Sep,Qtr3
Nickel,10-Sep-18,12205,12305,237066,2018,Sep,Qtr3
Copper,10-Sep-18,5840.5,5864,238750,2018,Sep,Qtr3
Aluminium,10-Sep-18,2000,2036.5,1059825,2018,Sep,Qtr3
Nickel,11-Sep-18,12255,12350,236340,2018,Sep,Qtr3
Copper,11-Sep-18,5849,5869,234300,2018,Sep,Qtr3
Aluminium,11-Sep-18,2035,2074,1054525,2018,Sep,Qtr3
Nickel,12-Sep-18,12285,12390,235836,2018,Sep,Qtr3
Copper,12-Sep-18,5891,5907,233025,2018,Sep,Qtr3
Aluminium,12-Sep-18,1981.5,2023,1052975,2018,Sep,Qtr3
Nickel,13-Sep-18,12615,12700,233988,2018,Sep,Qtr3
Copper,13-Sep-18,5991,6014,225125,2018,Sep,Qtr3
Aluminium,13-Sep-18,2014.5,2051,1051200,2018,Sep,Qtr3
Nickel,14-Sep-18,12515,12605,233592,2018,Sep,Qtr3
Copper,14-Sep-18,5946.5,5965,225900,2018,Sep,Qtr3
Aluminium,14-Sep-18,2015.5,2054,1046700,2018,Sep,Qtr3
Nickel,17-Sep-18,12235,12350,232212,2018,Sep,Qtr3
Copper,17-Sep-18,5860,5881,221925,2018,Sep,Qtr3
Aluminium,17-Sep-18,1985,2017.5,1041025,2018,Sep,Qtr3
Nickel,18-Sep-18,12320,12400,232068,2018,Sep,Qtr3
Copper,18-Sep-18,6003,6026,214150,2018,Sep,Qtr3
Aluminium,18-Sep-18,2012,2041,1035275,2018,Sep,Qtr3
Nickel,19-Sep-18,12470,12570,232068,2018,Sep,Qtr3
Copper,19-Sep-18,6057,6085,217600,2018,Sep,Qtr3
Aluminium,19-Sep-18,1981,2020,1034625,2018,Sep,Qtr3
Nickel,20-Sep-18,12530,12575,232098,2018,Sep,Qtr3
Copper,20-Sep-18,6057,6080,215000,2018,Sep,Qtr3
Aluminium,20-Sep-18,2018.5,2048,1030200,2018,Sep,Qtr3
Nickel,21-Sep-18,12955,13080,231024,2018,Sep,Qtr3
Copper,21-Sep-18,6203,6202,216600,2018,Sep,Qtr3
Aluminium,21-Sep-18,2034,2067,1022450,2018,Sep,Qtr3
Nickel,24-Sep-18,12980,13080,229722,2018,Sep,Qtr3
Copper,24-Sep-18,6320,6320.5,214350,2018,Sep,Qtr3
Aluminium,24-Sep-18,2035,2066,1013050,2018,Sep,Qtr3
Nickel,25-Sep-18,12845,12960,229464,2018,Sep,Qtr3
Copper,25-Sep-18,6276,6282,212925,2018,Sep,Qtr3
Aluminium,25-Sep-18,2020,2054.5,1006775,2018,Sep,Qtr3
Nickel,26-Sep-18,12895,12980,229152,2018,Sep,Qtr3
Copper,26-Sep-18,6257.5,6272,210900,2018,Sep,Qtr3
Aluminium,26-Sep-18,2056.5,2081,999925,2018,Sep,Qtr3
Nickel,27-Sep-18,12620,12730,228870,2018,Sep,Qtr3
Copper,27-Sep-18,6222,6225,209900,2018,Sep,Qtr3
Aluminium,27-Sep-18,2030,2051.5,994625,2018,Sep,Qtr3
Nickel,28-Sep-18,12480,12600,228564,2018,Sep,Qtr3
Copper,28-Sep-18,6180,6180,202400,2018,Sep,Qtr3
Aluminium,28-Sep-18,2011.5,2034,990550,2018,Sep,Qtr3
Nickel,1-Oct-18,12325,12410,228210,2018,Oct,Qtr4
Copper,1-Oct-18,6172,6162.5,199125,2018,Oct,Qtr4
Aluminium,1-Oct-18,2047.5,2064,987800,2018,Oct,Qtr4
Nickel,2-Oct-18,12420,12505,228456,2018,Oct,Qtr4
Copper,2-Oct-18,6274,6263,196600,2018,Oct,Qtr4
Aluminium,2-Oct-18,2080,2093,983250,2018,Oct,Qtr4
Nickel,3-Oct-18,12400,12475,228438,2018,Oct,Qtr4
Copper,3-Oct-18,6275,6278,194175,2018,Oct,Qtr4
Aluminium,3-Oct-18,2166.5,2176,979800,2018,Oct,Qtr4
Nickel,4-Oct-18,12770,12860,228090,2018,Oct,Qtr4
Copper,4-Oct-18,6310,6312,188950,2018,Oct,Qtr4
Aluminium,4-Oct-18,2243.5,2251,974075,2018,Oct,Qtr4
Nickel,5-Oct-18,12400,12470,227802,2018,Oct,Qtr4
Copper,5-Oct-18,6182.5,6188,186800,2018,Oct,Qtr4
Aluminium,5-Oct-18,2140,2150.5,966900,2018,Oct,Qtr4
Nickel,8-Oct-18,12395,12480,226476,2018,Oct,Qtr4
Copper,8-Oct-18,6169,6175,181975,2018,Oct,Qtr4
Aluminium,8-Oct-18,2073.5,2078.5,963350,2018,Oct,Qtr4
Nickel,9-Oct-18,12660,12745,226044,2018,Oct,Qtr4
Copper,9-Oct-18,6219,6219,177850,2018,Oct,Qtr4
Aluminium,9-Oct-18,2031.5,2041,955950,2018,Oct,Qtr4
Nickel,10-Oct-18,12775,12900,225528,2018,Oct,Qtr4
Copper,10-Oct-18,6294,6283,173500,2018,Oct,Qtr4
Aluminium,10-Oct-18,2029,2038,948425,2018,Oct,Qtr4
Nickel,11-Oct-18,12420,12505,224928,2018,Oct,Qtr4
Copper,11-Oct-18,6155,6140.5,170100,2018,Oct,Qtr4
Aluminium,11-Oct-18,2024,2028.5,941500,2018,Oct,Qtr4
Nickel,12-Oct-18,12710,12800,224226,2018,Oct,Qtr4
Copper,12-Oct-18,6325,6304,166600,2018,Oct,Qtr4
Aluminium,12-Oct-18,2045,2048,933500,2018,Oct,Qtr4
Nickel,15-Oct-18,12650,12720,222102,2018,Oct,Qtr4
Copper,15-Oct-18,6296,6285,161700,2018,Oct,Qtr4
Aluminium,15-Oct-18,2028,2031,926100,2018,Oct,Qtr4
Nickel,16-Oct-18,12450,12480,221898,2018,Oct,Qtr4
Copper,16-Oct-18,6202,6213,164175,2018,Oct,Qtr4
Aluminium,16-Oct-18,2022,2024,996875,2018,Oct,Qtr4
Nickel,17-Oct-18,12440,12550,220422,2018,Oct,Qtr4
Copper,17-Oct-18,6249,6247,160900,2018,Oct,Qtr4
Aluminium,17-Oct-18,2018,2023.5,1082600,2018,Oct,Qtr4
Nickel,18-Oct-18,12140,12250,219924,2018,Oct,Qtr4
Copper,18-Oct-18,6147,6147,158300,2018,Oct,Qtr4
Aluminium,18-Oct-18,2007.5,2012.5,1072950,2018,Oct,Qtr4
Nickel,19-Oct-18,12470,12600,219978,2018,Oct,Qtr4
Copper,19-Oct-18,6191.5,6190.5,153950,2018,Oct,Qtr4
Aluminium,19-Oct-18,2022.5,2024,1066725,2018,Oct,Qtr4
Nickel,22-Oct-18,12455,12575,219636,2018,Oct,Qtr4
Copper,22-Oct-18,6284,6280,154225,2018,Oct,Qtr4
Aluminium,22-Oct-18,2002.5,2013,1062350,2018,Oct,Qtr4
Nickel,23-Oct-18,12330,12400,219660,2018,Oct,Qtr4
Copper,23-Oct-18,6167.5,6174,151100,2018,Oct,Qtr4
